,flight plans,flight tracks,weather cubes
268,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_ASA1406.nc
269,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_AAL274.nc
270,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_AAL292.nc
271,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_JBU24.nc
272,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_AAL2201.nc
273,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_JBU124.nc
274,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_DAL40.nc
275,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_JBU224.nc
276,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_JBU1124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_JBU1124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_JBU1124.nc
277,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_AAL10.nc
278,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_ASA1412.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_ASA1412.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_ASA1412.nc
279,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_DAL2279.nc
280,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_DAL1907.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_DAL1907.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_DAL1907.nc
281,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_AAL184.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_AAL184.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_AAL184.nc
282,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_JBU2024.nc
283,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_DAL1876.nc
284,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_JBU1424.nc
285,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_JBU1224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_JBU1224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_JBU1224.nc
286,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_ASA72.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_ASA72.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_ASA72.nc
287,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_AAL24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_AAL24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_AAL24.nc
288,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-19/Flight_Plan_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-19/Flight_Track_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-19/Flight_Plan_KLAX_KJFK_AAL10.nc
289,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-20/Flight_Plan_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-20/Flight_Track_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-20/Flight_Plan_KLAX_KJFK_DAL1876.nc
290,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-20/Flight_Plan_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-20/Flight_Track_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-20/Flight_Plan_KLAX_KJFK_JBU24.nc
291,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_AAL2.nc
292,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_DAL1862.nc
293,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_JBU424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_JBU424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_JBU424.nc
294,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_AAL28.nc
295,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_DAL1876.nc
296,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_AAL32.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_AAL32.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_AAL32.nc
297,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_JBU324.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_JBU324.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_JBU324.nc
298,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_ASA94.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_ASA94.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_ASA94.nc
299,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_AAL238.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_AAL238.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_AAL238.nc
300,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_JBU1424.nc
301,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_AAL118.nc
302,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_JBU1224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_JBU1224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_JBU1224.nc
303,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_ASA72.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_ASA72.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_ASA72.nc
304,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_QFA11.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_QFA11.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_QFA11.nc
305,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_DAL468.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_DAL468.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_DAL468.nc
306,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_ASA1406.nc
307,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_AAL274.nc
308,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_JBU24.nc
309,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_DAL40.nc
310,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-11/Flight_Plan_KLAX_KJFK_DAL1922.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-11/Flight_Track_KLAX_KJFK_DAL1922.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-11/Flight_Plan_KLAX_KJFK_DAL1922.nc
